,word,count
4463,अविषाद,4
4464,अव्याहत,5
4465,अश्वतर,3
4466,असयाना,5
4467,अहमक,6
4468,अहमक़,6
4469,आक़ा,2
4470,आखिर,7
4471,आख़िर,7
4472,आखिरकार,3
4473,आख़िरकार,3
4474,आगा,2
4475,आग़ा,2
4476,आँगुर,1
4477,आँगुरी,1
4478,आँगुल,1
4479,आज्ञापक,2
4480,आंतरिक,3
4481,आत्मसमुद्भवा,8
4482,आत्मोद्भवा,8
4483,आधुनिक,6
4484,आनंदी,4
4485,आनन,2
4486,आनन्दित,4
4487,आनन्दी,4
4488,आन्तरिक,3
4489,आफिसर,4
4490,आभ्यंतर,3
4491,आभ्यंतरिक,3
4492,आभ्यन्तर,3
4493,आभ्यन्तरिक,3
4494,आमिर,4
4495,आमुदित,4
4496,आमोदित,4
4497,आरोप,6
4498,आरोपण,6
4499,आर्द्रता,1
4500,आशनाई,2
4501,आसानी,3
4502,आसुरी,1
4503,आस्फालन,3
4504,आस्य,2
4505,आह्लादित,4
4506,इजाफत,2
4507,इज़ाफ़त,2
4508,इतमीनान,6
4509,इतिबार,6
4510,इत्मीनान,6
4511,इश्क,2
4512,इश्क़,2
4513,इसक,2
4514,इस्टेशन,1
4515,इस्तमाल,6
4516,इस्तेमाल,6
4517,ईश,10
4518,ईशान,5
4519,ईश्वर,6
4520,उँगल,1
4521,उंगल़,1
4522,उँगली,1
4523,उंगली,1
4524,उजड्ड,6
4525,उजबक,6
4526,उज़बक,6
4527,उठँगना,3
4528,उठंगना,3
4529,उठान,5
4530,उठाव,5
4531,उढ़कना,3
4532,उढ़ुकना,3
4533,उद्वेगहीनता,1
4534,उपभोग,6
4535,उपयोग,6
4536,उपयोजन,6
4537,उपस्थित,5
4538,उलझना,1
4539,उल्लसित,4
4540,उल्लासित,4
4541,उल्लासी,4
4542,उल्लेखनीय,6
4543,एतबार,6
4544,ऐतबार,6
4545,ऑफर,2
4546,ऑफिसर,4
4547,औगत,5
4548,कन्फ्यूजन,6
4549,कन्फ्यूज़न,6
4550,कँपाना,1
4551,कमकर,2
4552,कर्मी,2
4553,कहना,3
4554,काम,7
4555,कामगार,2
4556,कार्मिक,2
4557,कार्य,6
4558,कुगति,5
4559,खच्चर,3
4560,खपत,5
4561,खर,3
4562,खरच,6
4563,ख़रच,6
4564,खरचा,6
4565,ख़रचा,6
4566,खर्च,6
4567,ख़र्च,6
4568,खर्चा,6
4569,ख़र्चा,6
4570,खुश,4
4571,ख़ुश,4
4572,गदहा,2
4573,गधा,2
4574,गंभीरता,1
4575,गर्दभ,2
4576,ग़लतफ़हमी,6
4577,गहनता,1
4578,गहराई,1
4579,गहराव,1
4580,गांभीर्य,1
4581,गाम्भीर्य,1
4582,गीलापन,1
4583,गूदा,7
4584,गोली,5
4585,घड़ी,3
4586,घनचक्कर,6
4587,घोंघा,6
4588,चंडूल,6
4589,चभोक,6
4590,चलाना,1
4591,चान्स,3
4592,चांस,3
4593,चिकनाई,1
4594,चीरना,2
4595,चुगद,6
4596,चुग़द,6
4597,चूतिया,6
4598,चेहरा,3
4599,छरीला,2
4600,छिद्र,1
4601,छेद,1
4602,छोटा,2
4603,छोटामोटा,2
4604,जगाना,11
4605,जताना,2
4606,जद्दोजहद,11
4607,जनाना,2
4608,जर्जर,7
4609,जहल,2
4610,जिहालत,1
4611,जून,1
4612,ज्ञानहीनता,1
4613,झलना,1
4614,टाफी,5
4615,टालना,1
4616,टिकना,5
4617,टूरिज्म,9
4618,टेकना,3
4619,टॉफियों,3
4620,टॉफी,5
4621,टॉफ़ी,5
4622,ठहरना,5
4623,डुलाना,1
4624,डोलाना,1
4625,ढक,2
4626,ढक्कन,2
4627,तअल्लुक़,2
4628,तरी,2
4629,तलछटी,3
4630,तलोंछी,3
4631,तलौछी,3
4632,तसादम,3
4633,तालुक,2
4634,ताल्लुक,2
4635,ताल्लुक़,2
4636,तिस्रैत,2
4637,तुंडि,1
4638,तुण्डि,1
4639,तुष्ट,6
4640,दाव,11
4641,दावँ,6
4642,दिखाते,2
4643,दिमाग,10
4644,दिमाग़,10
4645,दिहाड़ा,5
4646,दुकानदार,1
4647,दुकानवाला,1
4648,दुंब,2
4649,दुम,2
4650,दुरावस्था,5
4651,दुर्गत,5
4652,दुर्गति,5
4653,दुर्दशा,5
4654,दुलहन,1
4655,दुलहिन,1
4656,दुल्हन,1
4657,दुल्हिन,1
4658,दुःस्थिति,5
4659,दोहन,5
4660,द्वंद्व,3
4661,द्वंद्वयुद्ध,2
4662,द्वंद्वों,1
4663,द्वन्द्व,3
4664,धी,8
4665,धोखा,6
4666,धोंडा,2
4667,धोंधा,2
4668,धोरी,8
4669,नन्हा,2
4670,नन्हाँ,1
4671,नन्हीं,1
4672,नमी,1
4673,नव,5
4674,नववधू,1
4675,नवीन,5
4676,नवोढ़ा,1
4677,नाता,2
4678,नाथ,6
4679,नादान,6
4680,नासमझ,6
4681,निदर्शन,1
4682,निर्बुद्धि,6
4683,नूतन,5
4684,नेह,2
4685,पतोहू,1
4686,पथरफूल,2
4687,परम्पराओं,1
4688,परितुष्ट,4
4689,परिभ्रमण,13
4690,पर्यटन,9
4691,पिछलगा,2
4692,पिछलग्गू,2
4693,पिट्ठू,2
4694,पुच्छ,2
4695,पुत्रबधू,1
4696,पुलकित,4
4697,पूँछ,2
4698,पूंछ,2
4699,पेश,4
4700,पेशकश,5
4701,प्यार,2
4702,प्रज्ञा,8
4703,प्रणय,2
4704,प्रणालियां,1
4705,प्रतिभान,8
4706,प्रदर्शन,1
4707,प्रफुलित,6
4708,प्रफुल्ल,4
4709,प्रफुल्लित,6
4710,प्रमुदित,4
4711,प्रसन्न,4
4712,प्रस्ताव,2
4713,प्रहर्षित,4
4714,प्राज्ञता,7
4715,प्राज्ञत्व,7
4716,प्रीति,2
4717,प्रेम,2
4718,प्रेस,2
4719,फजीअत,13
4720,फ़ज़ीअत,13
4721,फजीहत,13
4722,फँसना,1
4723,फंसना,1
4724,फँसने,1
4725,फहम,4
4726,फ़हम,4
4727,फाड़ना,2
4728,फेर,6
4729,फैलाना,2
4730,फैसिलिटी,3
4731,बकलोल,6
4732,बचना,4
4733,बतलाऊँ,2
4734,बन्नी,1
4735,बरकरार,5
4736,बरक़रार,5
4737,बर्दाश्त,2
4738,बहू,1
4739,बालधि,2
4740,बालधी,2
4741,बालाई,4
4742,बिचवई,2
4743,बिचवान,2
4744,बिचवानी,2
4745,बिचौलिया,2
4746,बिदराना,2
4747,बुझाना,4
4748,बुद्धि,7
4749,बुद्धू,6
4750,बूझ,7
4751,बेवकूफ,6
4752,बेवकूफ़,6
4753,बेसर,3
4754,बैल,2
4755,ब्योहार,6
4756,ब्रेन,7
4757,भरम,6
4758,भरोसा,8
4759,भीतरी,4
4760,भूतनाशन,1
4761,भेजा,7
4762,भ्रम,6
4763,भ्रांति,7
4764,भ्रान्ति,7
4765,मगज,7
4766,मजदूर,2
4767,मज़दूर,2
4768,मज़दूरों,2
4769,मजूर,2
4770,मटकाना,1
4771,मड्डी,2
4772,मध्यस्थों,2
4773,मनीषा,7
4774,मनीषिका,7
4775,ममता,6
4776,मरमर,4
4777,मलाई,1
4778,मल्लयुद्ध,2
4779,मस्तिष्क,10
4780,माठू,7
4781,मालिक,2
4782,मिरचा,2
4783,मिरची,2
4784,मिरिच,2
4785,मिर्च,2
4786,मिर्ची,2
4787,मुख,2
4788,मुखड़ा,2
4789,मुगालता,6
4790,मुटिया,2
4791,मुत्तफिक,2
4792,मुदित,4
4793,मुद्दत,5
4794,मुँह,2
4795,मुहब्बत,2
4796,मुहूर्त,3
4797,मूढ़ता,1
4798,मूढ़मति,6
4799,मूढ़ात्मा,6
4800,मूरख,6
4801,मूर्ख,6
4802,मूसरचंद,6
4803,मूसरचन्द,6
4804,मूसलचंद,6
4805,मूसलचन्द,6
4806,मेधा,7
4807,मोह,6
4808,मोहलत,5
4809,मौजूद,4
4810,यकीं,6
4811,यकीन,6
4812,यक़ीन,6
4813,यवनेष्ट,2
4814,यूज,6
4815,यूज़,6
4816,यूस,6
4817,योजना,6
4818,रजामंद,2
4819,रज़ामंद,2
4820,रजामन्द,2
4821,राजी,2
4822,राज़ी,2
4823,रिश्ता,2
4824,रुख,4
4825,रुख़,4
4826,रुँधना,1
4827,रुंधना,1
4828,रेणुरुषित,2
4829,लंगूल,2
4830,लघु,2
4831,लघुकाय,1
4832,लंबकर्ण,2
4833,लम्बकर्ण,2
4834,लल्लू,2
4835,लागलपेट,3
4836,लांगुल,2
4837,लाँगूल,2
4838,लूम,2
4839,लेखनीय,6
4840,लेनादेना,2
4841,लैपटाप,2
4842,लैपटॉप,2
4843,वक्त्र,1
4844,वल्लिज,2
4845,वहम,6
4846,वास्ता,2
4847,विद्यमान,5
4848,विनियोग,6
4849,विनियोजन,6
4850,विनोदित,4
4851,विभ्रम,6
4852,विमोह,5
4853,विवेक,7
4854,विवेकशून्य,2
4855,विश्वास,6
4856,विह्वल,4
4857,व्यामोह,5
4858,शंकुकर्ण,2
4859,शांतचित्तता,1
4860,शाद,4
4861,शादमन,4
4862,शिलाजा,4
4863,शुबहा,7
4864,शैलज,2
4865,शैलाख्य,2
4866,शैलाज,2
4867,श्रमिक,2
4868,षष्ठी,3
4869,सकना,3
4870,सकूँ,1
4871,संक्षिप्त,2
4872,संघर्ष,3
4873,सच्चा,13
4874,संजीदगी,1
4875,सत्यभाषी,6
4876,सत्यवक्ता,6
4877,सत्यवादी,6
4878,संपर्क,1
4879,संबंधकारक,1
4880,सँभल,2
4881,सँभलना,3
4882,संभलना,3
4883,समझ,7
4884,समझाना,4
4885,समझेंगे,2
4886,सम्पर्क,1
4887,सम्मत,2
4888,सम्हलना,3
4889,सरसो,1
4890,सरसों,1
4891,सरोकार,2
4892,संवहन,1
4893,सहन,2
4894,सहमत,2
4895,सहूलियत,3
4896,साँई,6
4897,साँच,7
4898,सांच,7
4899,साँचा,7
4900,सांचा,7
4901,साढ़ी,1
4902,साधना,14
4903,साधनाएं,11
4904,सिक्तता,1
4905,सिखलाना,2
4906,सिखाना,2
4907,सुझाव,2
4908,सुभीता,3
4909,सुराख,1
4910,सुराख़,1
4911,सुविधा,3
4912,सुविधाएँ,2
4913,सूझबूझ,4
4914,सूराख,1
4915,सैर,9
4916,सैरसपाटा,9
4917,स्टेशन,1
4918,स्थविर,8
4919,स्थिरचित्तता,1
4920,स्थिरमनस्कता,1
4921,स्नेहक,1
4922,स्वामी,5
4923,हरीरी,4
4924,हर्षित,4
4925,हाकिम,4
4926,हाजिर,4
4927,हाज़िर,4
4928,हिलाकर,1
4929,हिलाना,1
4930,हिसाब,5
4931,हृष्ट,5
4932,ह्रस्व,2
4933,अकैडमी,3
4934,अंततः,3
4935,अन्तस्थ,3
4936,अवगारना,4
4937,अवसादी,3
4938,असनायी,2
4939,आनंदित,4
4940,आफर,2
4941,इतबार,6
4942,उँगलियों,1
4943,उल्लेख्य,6
4944,कई,7
4945,गलतफहमी,6
4946,गहरापन,1
4947,झुठलाना,1
4948,टाफ़ी,5
4949,टूरिजम,9
4950,दग्धास्य,2
4951,दुम्ब,2
4952,दूकानदार,1
4953,निस्बत,2
4954,नुमाइश,1
4955,नौबत,3
4956,पाना,5
4957,पुत्रवधू,1
4958,प्रक्खर,4
4959,प्रस्तुत,4
4960,प्रासंगिकता,3
4961,फ़ज़ीहत,13
4962,फाड़,2
4963,बरदाश्त,2
4964,मति,7
4965,मध्यस्थ,2
4966,मीडिया,2
4967,यथार्थवादी,6
4968,रज़ामन्द,2
4969,वदन,2
4970,विलोड़ना,1
4971,शारद,8
4972,शीन,6
4973,शैलेय,5
4974,श्रमजीवी,2
4975,संगमरमर,4
4976,सांई,7
4977,सुगमता,3
4978,अँअड़ी,1
4979,अंक,2
4980,अँकड़ी,1
4981,अकत,7
4982,अँकसी,1
4983,अंकसी,1
4984,अकालातीत,5
4985,अँकुड़ा,1
4986,अंकुड़ा,1
4987,अँकुसी,1
4988,अंकुसी,1
4989,अकौआ,1
4990,अकौड़ा,1
4991,अकौवन,1
4992,अकौवा,1
4993,अखिल,7
4994,अँगराना,4
4995,अंघ्रि,7
4996,अङ्क,2
4997,अचंभव,1
4998,अचंभा,1
4999,अचंभो,1
5000,अचंभौ,1
5001,अचम्भव,1
5002,अचम्भा,1
5003,अचम्भो,1
5004,अचम्भौ,1
5005,अचरज,1
5006,अजब,2
5007,अजीब,2
5008,अजूबा,2
5009,अँठलाना,4
5010,अंठलाना,4
5011,अडिशनल,3
5012,अडिश्नल,3
5013,अंतर्वती,1
5014,अंतर्वत्नी,1
5015,अंतःसत्वा,1
5016,अदद,2
5017,अद्यतन,5
5018,अधिकांश,5
5019,अधिकांशीय,5
5020,अधुनातन,5
5021,अनुबाधन,1
5022,अन्तरा,1
5023,अन्तर्वती,1
5024,अन्तर्वत्नी,1
5025,अन्तःसत्वा,1
5026,अपुराण,5
5027,अपुरातन,5
5028,अपूर्वकालीन,5
5029,अप्राचीन,5
5030,अभिमंत्रण,2
5031,अभिमन्त्रण,2
5032,अमलाक,4
5033,अर्कदल,1
5034,अर्कपर्ण,1
5035,अर्वाचीन,5
5036,अलवाँत,1
5037,अलवाँती,1
5038,अलवांती,1
5039,अवयवी,10
5040,अवरव्रत,1
5041,अशेष,12
5042,आईएएस,1
5043,आक,1
5044,आकड़ा,2
5045,आंकड़ा,2
5046,आंकड़ों,1
5047,आकारक,1
5048,आकारण,2
5049,आँकुड़ा,1
5050,आगर,5
5051,आधानवती,1
5052,आप्तगर्भा,1
5053,आवादन,3
5054,आवाहन,2
5055,आस्ति,4
5056,आस्फोट,1
5057,आहट,5
5058,आहवान,2
5059,आहुति,2
5060,आहूति,1
5061,आह्वान,2
5062,इचरज,1
5063,इठलाना,4
5064,इतराते,1
5065,इतराना,4
5066,इतिवृत्त,1
5067,इतिहास,1
5068,इदानीतन,5
5069,ईठी,1
5070,ईसर,6
5071,उद्यम,12
5072,उद्योग,10
5073,ऊपरी,3
5074,एक्स्ट्रा,3
5075,ऐश्वर्य,4
5076,ऐसेट,4
5077,कँटिया,1
5078,कंटिया,1
5079,कदंब,2
5080,कदंबक,2
5081,कदम्ब,2
5082,कदम्बक,2
5083,कनसुई,5
5084,कंपास,6
5085,कम्पास,6
5086,कादंब,2
5087,कादम्ब,2
5088,कामिल,7
5089,केतन,6
5090,कोशिश,8
5091,खत,9
5092,ख़त,9
5093,ख़ालाजाद,1
5094,गर्भवती,1
5095,गर्भिणी,1
5096,गिलास,1
5097,ग्लास,1
5098,चमकना,4
5099,चिट्ठी,9
5100,छप्पर,1
5101,छाजन,1
5102,छानी,1
5103,जतन,8
5104,जनमदिन,1
5105,जन्मदिन,1
5106,जायदाद,4
5107,जिगीष,9
5108,जिगीषा,8
5109,जीर्णपर्ण,2
5110,टप्पर,1
5111,टमकना,4
5112,टोह,8
5113,डग,2
5114,डोर,5
5115,डोरा,5
5116,डोरी,3
5117,ढर्रे,3
5118,तअज्जुब,1
5119,तंतु,5
5120,तत्पश्चात,6
5121,तत्पश्चात्,6
5122,तदंतर,6
5123,तदनन्तर,6
5124,तदन्तर,6
5125,तदुपरांत,6
5126,तदुपरान्त,6
5127,तदोपरांत,6
5128,तदोपरान्त,6
5129,तन्तु,5
5130,तपन,2
5131,तपनच्छद,1
5132,तमाम,9
5133,तलबनामा,1
5134,तवारीख,1
5135,तवारीख़,1
5136,तागा,5
5137,ताज्जुब,1
5138,ताज़्जुब,1
5139,दुहागिन,1
5140,देश,4
5141,देस,3
5142,दोजिया,1
5143,दोहदवती,1
5144,दोहदोन्विता,1
5145,दोहलवती,1
5146,दोहली,1
5147,दौलत,4
5148,दौहृदिनी,1
5149,द्युतिमणि,1
5150,द्वींद्रिय,1
5151,द्वीन्द्रिय,1
5152,धागा,5
5153,नकुच,1
5154,निखिल,7
5155,निदाघकर,1
5156,निप,2
5157,निमंत्रण,4
5158,निमन्त्रण,4
5159,नेजा,1
5160,पग,7
5161,पत्र,10
5162,पत्रिका,9
5163,पद,7
5164,पयोधर,9
5165,परकार,6
5166,परकाल,6
5167,परिसंपद,4
5168,पाती,9
5169,पाद,7
5170,पाँव,7
5171,पुकार,4
5172,पूरा,10
5173,पूर्ण,9
5174,पूर्ववृत्त,1
5175,पैर,7
5176,पैरवी,8
5177,पौ,10
5178,प्रयत्न,8
5179,प्रयास,8
5180,प्रापर्टी,4
5181,फार्म,6
5182,फाल,8
5183,फॉर्म,6
5184,फॉर्म्युला,3
5185,बज्र,1
5186,बरछा,1
5187,बर्छा,1
5188,बर्थडे,1
5189,बल्लम,1
5190,बहुक,1
5191,बहुतांश,5
5192,बहुफल,2
5193,बाँस,1
5194,बुलावा,2
5195,बुलाहट,4
5196,बुलौवा,2
5197,बेवा,1
5198,भृंगबंधु,2
5199,मकतूब,9
5200,मटकना,4
5201,मदार,1
5202,मंदार,3
5203,मनुष्यकार,8
5204,मन्दार,3
5205,मालमता,5
5206,मुल्क,3
5207,मुसल्लम,8
5208,मैगजिन,5
5209,मैगजीन,6
5210,मैगज़ीन,5
5211,मौसेरा,1
5212,मौसेरी,1
5213,यतन,8
5214,यत्न,8
5215,याद,3
5216,रंगमंच,1
5217,रंगमंडप,1
5218,रंगमध्य,1
5219,रंगस्थल,1
5220,रंगांगण,1
5221,रङ्गभूमि,1
5222,रङ्गमञ्च,1
5223,रङ्गमण्डप,1
5224,रङ्गमध्य,1
5225,रङ्गस्थल,1
5226,रङ्गाङ्गण,1
5227,रविप्रिय,5
5228,राँड,1
5229,राँड़,1
5230,रांड,1
5231,राध,4
5232,रामचरितमानस,1
5233,रिसाला,10
5234,रुद्र,5
5235,रेतोधा,1
5236,लकसी,1
5237,लेटर,9
5238,वज्र,5
5239,वतन,3
5240,वर्षगाँठ,1
5241,वर्षगांठ,1
5242,विधवा,1
5243,विश्व,10
5244,विश्वक,7
5245,विस्मय,1
5246,वृत्तपुष्प,2
5247,व्यक्तित्व,1
5248,शख्सियत,1
5249,शरीफ,1
5250,शीतपुष्पक,1
5251,शुकफल,1
5252,शुक्लफल,1
5253,सकल,7
5254,संकेत,10
5255,संख्या,2
5256,सङ्केत,10
5257,सज्जनों,1
5258,सत्पुरुष,1
5259,संपत्ति,4
5260,संपदा,4
5261,संपूर्ण,10
5262,सब,7
5263,समन,1
5264,समस्त,7
5265,समूचा,7
5266,सम्पत्ति,4
5267,सम्पदा,4
5268,सम्पूर्ण,8
5269,सम्मन,1
5270,सयण,1
5271,सरजमीं,3
5272,सरज़मीं,3
5273,सरजमीन,3
5274,सरज़मीन,3
5275,सर्प्लस,3
5276,सर्व,15
5277,साधुक,2
5278,साधुपुष्प,2
5279,साधुवृक्ष,2
5280,सांप्रतिक,5
5281,साम्प्रतिक,5
5282,सारा,7
5283,सालगिरह,1
5284,साहु,3
5285,सिंधुपुष्प,2
5286,सिन्धुपुष्प,2
5287,सीधुपुष्प,2
5288,सुजन,1
5289,सुमिरन,4
5290,सुराग,5
5291,सुराग़,5
5292,सूता,5
5293,सूत्र,7
5294,सेल,3
5295,सोलह,1
5296,स्ट्रेन,6
5297,स्त्रियों,4
5298,स्मर,1
5299,स्मरण,4
5300,हरिप्रिय,2
5301,हामला,1
5302,हामिला,1
5303,हुक,1
5304,हैरत,1
5305,१६,1
5306,अंतरा,1
5307,आँकड़ा,2
5308,आदेशिका,1
5309,आश्चर्य,1
5310,उजवास,8
5311,कुल,8
5312,खालाजाद,1
5313,गलास,1
5314,चुनाखा,6
5315,छान,1
5316,जन्मदिवस,1
5317,जाल,2
5318,झमकना,4
5319,तदनंतर,6
5320,दोजीवा,1
5321,प्रॉपर्टी,4
5322,फार्मूला,3
5323,भाला,1
5324,मार्क्सवादी,2
5325,मैगज़िन,6
5326,रंगभूमि,1
5327,रांड़,1
5328,रामायण,1
5329,राष्ट्र,4
5330,शख़्सियत,1
5331,सज्जन,1
5332,सरप्लस,3
5333,संस्मरण,4
5334,अखिलात्मा,2
5335,अखिलेश,2
5336,अखिलेश्वर,2
5337,अंतर्ज्योति,2
5338,अंतर्यामी,2
5339,अधिगमन,11
5340,अधिपुरुष,2
5341,अधिमान,5
5342,अधिमान्यता,5
5343,अधीती,8
5344,अध्ययन,8
5345,अनुघत,1
5346,अनुदिन,6
5347,अनुदिवस,6
5348,अन्तर्ज्योति,2
5349,अन्तर्यामी,2
5350,अपचय,1
5351,अपध्वन्स,1
5352,अपध्वंस,10
5353,अपहति,1
5354,अपाय,2
5355,अप्यय,2
5356,अर्दन,9
5357,अवक्षय,1
5358,अवगम,1
5359,अवध्वन्स,1
5360,अवध्वंस,2
5361,अवबोध,1
5362,अवसन्नता,2
5363,अवसन्नत्व,2
5364,अवसाद,10
5365,अवसादन,1
5366,अविनश्वर,2
5367,अव्यय,2
5368,अशरीर,2
5369,अहरह,11
5370,आदिकर्ता,2
5371,आदिकर्त्ता,2
5372,आदिकारण,2
5373,इलाही,2
5374,इल्मी,1
5375,इश्व,2
5376,इसर,2
5377,ईस,3
5378,उच्छित्ति,1
5379,उच्छेद,2
5380,उच्छेदन,2
5381,उछेद,1
5382,ऊपरवाला,2
5383,करतार,2
5384,करुण,4
5385,कर्ता,4
5386,कर्ताधर्ता,2
5387,कर्तार,2
5388,कर्त्ता,4
5389,कामद,2
5390,कामदमणि,1
5391,किबलाआलम,3
5392,क़िबलाआलम,3
5393,क्षय,1
5394,क्षयरोग,1
5395,क्षयी,1
5396,खालिक,2
5397,ख़ालिक़,2
5398,घंटा,1
5399,घंटी,1
5400,घण्टा,1
5401,घुसाना,1
5402,घोंपना,1
5403,चिदाकाश,2
5404,चिन्मय,2
5405,जगत्सेतु,2
5406,जगदाधार,2
5407,जगदानंद,2
5408,जगदीश,6
5409,जगदीश्वर,6
5410,जगन्नाथ,2
5411,जगन्नियंता,2
5412,जगन्नियन्ता,2
5413,जगन्निवास,2
5414,जीवेश,2
5415,ज्ञानात्मक,1
5416,ज्ञानार्जन,8
5417,टीबी,1
5418,ठाकुर,2
5419,ठाकुरजी,2
5420,तपेदिक,1
5421,तपेदिक़,1
5422,तबाही,1
5423,तमोनुद,2
5424,तरजीह,5
5425,तलफी,1
5426,तलफ़ी,1
5427,तालीमी,1
5428,तोयात्मा,2
5429,त्रिपाद,4
5430,त्रिलोकपति,2
5431,त्रिलोकी,2
5432,त्रिलोकीनाथ,6
5433,त्रिलोकेश,6
5434,दई,4
5435,दलन,5
5436,दहराकाश,2
5437,दीनबंधु,2
5438,दीनबन्धु,2
5439,दीनानाथ,2
5440,देवेश,6
5441,दैनंदिन,6
5442,धँसाना,1
5443,ध्वन्स,1
5444,ध्वंस,1
5445,नाश,1
5446,नास,3
5447,नित,6
5448,नित्य,11
5449,नित्यप्रति,6
5450,नित्यमुक्त,2
5451,निपात,7
5452,नृपामय,1
5453,पठन,8
5454,पढ़ाई,9
5455,परमपिता,2
5456,परमात्मा,2
5457,परमानंद,2
5458,परमानन्द,2
5459,परमेश्वर,2
5460,परस्पर,1
5461,पराभव,12
5462,पापयक्ष्मा,1
5463,पामाली,1
5464,पेलना,1
5465,प्रतिदिन,6
5466,प्रधानात्मा,2
5467,प्रभु,2
5468,फटकना,1
5469,फटकने,1
5470,फना,8
5471,फ़ना,8
5472,फौजी,2
5473,फ़ौजी,2
5474,बरबादी,1
5475,बोधि,1
5476,भगवत्,2
5477,भगवान,2
5478,भगवान्,2
5479,भवधरण,2
5480,भवेश,6
5481,भान,2
5482,भोंककर,1
5483,भोंकना,1
5484,भौंकना,1
5485,मंगलालय,2
5486,यक्ष्मा,1
5487,योजन,2
5488,रंज,8
5489,राजयक्ष्मा,1
5490,रोगराज,1
5491,रोज़मर्रा,6
5492,रोजाना,6
5493,रोज़ाना,6
5494,लश्करी,1
5495,लोप,1
5496,वरेश,2
5497,वाचन,8
5498,वासु,6
5499,विधाता,5
5500,विध्वन्स,1
5501,विध्वंस,1
5502,विलुप्ति,1
5503,विलोप,1
5504,विश्वधाम,2
5505,विश्वनाथ,6
5506,विश्वपति,9
5507,विश्वपा,2
5508,विश्वंभर,6
5509,विश्वभर्ता,2
5510,विश्वभाव,2
5511,विश्वभावन,2
5512,विश्वभुज,6
5513,विश्वम्भर,6
5514,विश्वात्मा,2
5515,विषाद,6
5516,वैश्वानर,2
5517,शिक्षात्मक,1
5518,शोष,1
5519,संज्ञान,1
5520,सतगुरु,2
5521,सद्गुरु,2
5522,सफाया,3
5523,सस्वरपाठ,4
5524,संहार,1
5525,स्टडी,8
5526,ह्रास,1
5527,इतरेतर,1
5528,घण्टी,1
5529,घुसेड़ना,1
5530,जगद्योनि,15
5531,तरज़ीह,1
5532,ताराज,1
5533,फटकारना,1
5534,बोध,1
5535,रञ्ज,6
5536,रोजमर्रा,6
5537,शैक्षिक,1
5538,सैन्य,1
5539,अयां,3
5540,अवाम,5
5541,आकुंठन,1
5542,आकुण्ठन,1
5543,आर,12
5544,आवाम,5
5545,इम्तियाज,1
5546,इम्तियाज़,1
5547,उज्ज्वलित,6
5548,कानि,1
5549,खयाल,8
5550,ख़याल,8
5551,खिली,1
5552,ख्याल,8
5553,ख़्याल,8
5554,गैरत,1
5555,ग़ैरत,1
5556,छपा,3
5557,जन,6
5558,जनता,5
5559,झेप,1
5560,तरफदारी,1
5561,तरफ़दारी,1
5562,तवज्जह,1
5563,तवज्जो,1
5564,तवज्जोह,1
5565,ताईद,1
5566,दीप्तिमान,3
5567,दीप्तिमान्,3
5568,ध्यान,3
5569,नटांतिका,1
5570,नटान्तिका,1
5571,पक्षपात,1
5572,पब्लिक,6
5573,परवाह,1
5574,प्रकाशित,3
5575,प्रजा,5
5576,प्रदीप्त,5
5577,भेदभाव,1
5578,मंदाक्ष,1
5579,मन्दाक्ष,1
5580,मुरव्वत,1
5581,मुरौवत,1
5582,मुलाहजा,2
5583,मुलाहज़ा,2
5584,मुलाहिजा,2
5585,मुलाहिज़ा,2
5586,राष्ट्रभृत्,7
5587,रिआया,4
5588,रियाया,4
5589,रैयत,4
5590,लज्जा,1
5591,व्रीड़,1
5592,शरम,1
5593,शरमिंदगी,1
5594,शर्म,1
5595,शर्मिंदगी,1
5596,सकुचाहट,1
5597,संकोच,1
5598,हया,1
5599,हिजाब,1
5600,ह्री,1
5601,ह्रीका,1
5602,उज्वलित,5
5603,झेंप,1
5604,परजा,4
5605,अलंग,1
5606,अलङ्ग,1
5607,दिशा,2
5608,कातना,1
5609,अकुताई,2
5610,अकुलाई,2
5611,अयुष,7
5612,आँख,2
5613,आंख,2
5614,आयु,7
5615,आयुर्बल,7
5616,आयुष,7
5617,आयुष्य,7
5618,ईक्षा,3
5619,उकताई,2
5620,उकताहट,2
5621,उच्चाट,2
5622,उमर,7
5623,उमररसीद,5
5624,उम्र,7
5625,उम्रदराज,5
5626,उम्रदराज़,5
5627,उम्ररसीद,5
5628,ऊब,2
5629,चितवन,2
5630,छपाई,2
5631,जईफ,5
5632,ज़ईफ़,5
5633,तेवर,2
5634,त्योरी,2
5635,त्यौरी,2
5636,दृष्टिकोण,2
5637,दृष्टिबोध,2
5638,नजर,8
5639,नज़र,8
5640,नजरिया,2
5641,नज़रिया,2
5642,निगाह,2
5643,परिप्रेक्ष्य,4
5644,प्रतिकाश,2
5645,बुजुर्ग,7
5646,बुज़ुर्ग,7
5647,बुड्ढा,6
5648,बूढ़ा,6
5649,बोरियत,2
5650,वयस,7
5651,वयोवृद्ध,5
5652,वरिष्ठ,14
5653,विजन,2
5654,वृद्ध,6
5655,सोच,2
5656,आविष्कृत,1
5657,उबाई,2
5658,दृष्टि,2
5659,बुढ़वा,6
5660,मुद्रण,2
5661,वय,7
5662,अँगिका,2
5663,अंगिका,2
5664,अँगिया,2
5665,अंगिया,2
5666,अचलकीला,2
5667,अचला,2
5668,अचाहा,3
