,pid,word,simplicity,complexity
22266,focwurteigenp4,थेरपी,5,0
22267,focwurteigenp4,थेरेपी,5,0
22268,focwurteigenp4,दम,5,0
22272,focwurteigenp4,दमन,3,1
22273,focwurteigenp4,दयानतदार,3,1
22274,focwurteigenp4,दरअसल,5,0
22275,focwurteigenp4,दरमान,4,0
22276,focwurteigenp4,दलील,4,0
22278,focwurteigenp4,दिलबर,4,0
22279,focwurteigenp4,दिलरुबा,5,0
22280,focwurteigenp4,दिलावर,3,1
22281,focwurteigenp4,दीवानी,4,0
22282,focwurteigenp4,दुर्लभ,5,0
22283,focwurteigenp4,दृष्टांत,2,1
22284,focwurteigenp4,दोहन,3,1
22285,focwurteigenp4,द्युतिकर,3,1
22288,focwurteigenp4,धर्मग्रंथ,4,0
22289,focwurteigenp4,धर्मग्रन्थ,4,0
22290,focwurteigenp4,धर्मशास्त्र,4,0
22293,focwurteigenp4,ध्येय,3,1
22296,focwurteigenp4,ध्रुव,3,1
22297,focwurteigenp4,ध्रुवतारा,3,1
22298,focwurteigenp4,ध्वज,4,0
22299,focwurteigenp4,ध्वजा,3,1
22300,focwurteigenp4,नजर,5,0
22301,focwurteigenp4,नज़र,5,0
22302,focwurteigenp4,नजराना,5,0
22303,focwurteigenp4,नज़राना,5,0
22304,focwurteigenp4,नतीजा,5,0
22305,focwurteigenp4,नमूना,5,0
22306,focwurteigenp4,नयशील,4,0
22307,focwurteigenp4,नरमी,5,0
22308,focwurteigenp4,नर्मी,5,0
22309,focwurteigenp4,नाटक,5,0
22310,focwurteigenp4,नादिर,2,1
22311,focwurteigenp4,नाधना,3,1
22312,focwurteigenp4,नाँधना,4,0
22313,focwurteigenp4,निःकपट,4,0
22314,focwurteigenp4,निग्रह,4,0
22315,focwurteigenp4,निजी,4,0
22316,focwurteigenp4,निपट,2,1
22317,focwurteigenp4,निपात,4,0
22318,focwurteigenp4,निभृत,3,1
22319,focwurteigenp4,निमित्त,3,1
22320,focwurteigenp4,नियत,5,0
22321,focwurteigenp4,निरादर,4,0
22322,focwurteigenp4,निराला,5,0
22323,focwurteigenp4,निरीह,3,1
22324,focwurteigenp4,निर्व्याज,4,0
22329,focwurteigenp4,निविड़,3,1
22330,focwurteigenp4,निविरीस,2,1
22331,focwurteigenp4,निशुल्क,4,0
22332,focwurteigenp4,निश्छल,4,0
22333,focwurteigenp4,निश्शुल्क,3,1
22334,focwurteigenp4,निष्कपट,4,0
22335,focwurteigenp4,नीयत,3,1
22336,focwurteigenp4,नुसखा,5,0
22337,focwurteigenp4,नुसख़ा,5,0
22338,focwurteigenp4,नुस्खा,5,0
22339,focwurteigenp4,नुस्ख़ा,5,0
22340,focwurteigenp4,न्यारा,5,0
22341,focwurteigenp4,न्यूनता,3,1
22342,focwurteigenp4,पतन,3,1
22343,focwurteigenp4,पताका,5,0
22344,focwurteigenp4,पताकाओं,5,0
22345,focwurteigenp4,परचम,3,1
22346,focwurteigenp4,पराक्रमी,4,0
22347,focwurteigenp4,पराभव,3,1
22348,focwurteigenp4,परिणति,3,1
22349,focwurteigenp4,परिणाम,5,0
22350,focwurteigenp4,परिभाव,3,1
22351,focwurteigenp4,परिवर्जन,2,1
22352,focwurteigenp4,परीभाव,3,1
22353,focwurteigenp4,परुद्वार,3,1
22354,focwurteigenp4,पिपासा,3,1
22355,focwurteigenp4,पिरोना,4,0
22356,focwurteigenp4,पिरोहना,4,0
22357,focwurteigenp4,पुष्पवटुक,3,1
22358,focwurteigenp4,पेचीदा,5,0
22359,focwurteigenp4,पेचीला,4,0
22360,focwurteigenp4,पेलि,3,1
22361,focwurteigenp4,पेली,3,1
22362,focwurteigenp4,पेशकश,5,0
22363,focwurteigenp4,पोशीदा,5,0
22364,focwurteigenp4,पोहना,4,0
22365,focwurteigenp4,प्यास,5,0
22366,focwurteigenp4,प्रक्षेपण,2,1
22367,focwurteigenp4,प्रतिकार,2,1
22368,focwurteigenp4,प्रतिफल,2,1
22369,focwurteigenp4,प्रतिमान,3,1
22370,focwurteigenp4,प्रदेय,3,1
22371,focwurteigenp4,प्रभुत्व,3,1
22372,focwurteigenp4,प्रभुसत्ता,3,1
22373,focwurteigenp4,प्रयोग,4,0
22374,focwurteigenp4,प्रयोग,3,1
22375,focwurteigenp4,प्रयोजन,4,0
22376,focwurteigenp4,प्रयोजन,3,1
22377,focwurteigenp4,प्रलोभ,4,0
22378,focwurteigenp4,प्रलोभन,1,1
22379,focwurteigenp4,प्रवर्तन,4,0
22380,focwurteigenp4,प्रहाण,3,1
22381,focwurteigenp4,प्रहाणि,2,1
22382,focwurteigenp4,प्रांजल,4,0
22383,focwurteigenp4,प्रारंभ,5,0
22384,focwurteigenp4,प्रारम्भ,4,0
22385,focwurteigenp4,प्रियतमा,3,1
22386,focwurteigenp4,प्रिया,2,1
22387,focwurteigenp4,प्रेमिका,5,0
22388,focwurteigenp4,प्रेयसी,3,1
22389,focwurteigenp4,फजीअत,5,0
22390,focwurteigenp4,फ़ज़ीअत,5,0
22391,focwurteigenp4,फजीहत,4,0
22392,focwurteigenp4,फंडा,4,0
22393,focwurteigenp4,फण्डा,5,0
22394,focwurteigenp4,फबती,2,1
22395,focwurteigenp4,फब्ती,2,1
22398,focwurteigenp4,फल,5,0
22399,focwurteigenp4,फसाद,5,0
22400,focwurteigenp4,फ़साद,5,0
22401,focwurteigenp4,बड़प्पन,5,0
22402,focwurteigenp4,बड़ाई,4,0
22403,focwurteigenp4,बरबंड,3,1
22404,focwurteigenp4,बलवान,5,0
22405,focwurteigenp4,बस,5,0
22407,focwurteigenp4,बहस,4,0
22408,focwurteigenp4,बहादुर,5,0
22409,focwurteigenp4,बाँकड़ा,3,1
22410,focwurteigenp4,बांकड़ा,3,1
22411,focwurteigenp4,बाँका,3,1
22412,focwurteigenp4,बांका,3,1
22413,focwurteigenp4,बाँकुड़ा,3,1
22414,focwurteigenp4,बांकुड़ा,2,1
22415,focwurteigenp4,बाँकुरा,3,1
22416,focwurteigenp4,बाँछना,3,1
22417,focwurteigenp4,बाँछा,5,0
22418,focwurteigenp4,बिगाड़,5,0
22420,focwurteigenp4,बिरद,3,1
22421,focwurteigenp4,बिलावल,3,1
22422,focwurteigenp4,बिस्मिल्लाह,5,0
22423,focwurteigenp4,बीझा,3,1
22424,focwurteigenp4,बुजुर्गी,5,0
22425,focwurteigenp4,बुज़ुर्गी,5,0
22428,focwurteigenp4,बेइज्जती,5,0
22429,focwurteigenp4,बेकदरी,5,0
22430,focwurteigenp4,बेक़दरी,4,0
22431,focwurteigenp4,बेकद्री,3,1
22432,focwurteigenp4,बेक़द्री,4,0
22433,focwurteigenp4,बेजोड़,5,0
22434,focwurteigenp4,बेनजीर,4,0
22435,focwurteigenp4,बेनिमून,2,1
22436,focwurteigenp4,बेमिसाल,5,0
22437,focwurteigenp4,बैरागी,4,0
22438,focwurteigenp4,ब्योहार,3,1
22439,focwurteigenp4,भद्द,1,1
22440,focwurteigenp4,भाव,5,0
22441,focwurteigenp4,भूक,5,0
22442,focwurteigenp4,भूख,5,0
22443,focwurteigenp4,भेंट,4,0
22447,focwurteigenp4,भोला,5,0
22448,focwurteigenp4,भोलाभाला,5,0
22449,focwurteigenp4,मकसद,5,0
22450,focwurteigenp4,मक़सद,5,0
22451,focwurteigenp4,मतलब,5,0
22452,focwurteigenp4,मन,4,0
22453,focwurteigenp4,मनसा,3,1
22454,focwurteigenp4,मनोकामना,4,0
22455,focwurteigenp4,मनोभावना,4,0
22456,focwurteigenp4,मनोरथ,3,1
22457,focwurteigenp4,मनोवांछा,2,1
22458,focwurteigenp4,मरजी,5,0
22459,focwurteigenp4,मरज़ी,5,0
22460,focwurteigenp4,मराल,3,1
22461,focwurteigenp4,मर्जी,5,0
22462,focwurteigenp4,मर्ज़ी,5,0
22463,focwurteigenp4,मंशा,3,1
22464,focwurteigenp4,मंसा,3,1
22465,focwurteigenp4,महज,4,0
22466,focwurteigenp4,महज़,5,0
22467,focwurteigenp4,महत,4,0
22468,focwurteigenp4,महत्,5,0
22469,focwurteigenp4,महत्त्व,5,0
22470,focwurteigenp4,महत्व,5,0
22471,focwurteigenp4,महाजनी,4,0
22472,focwurteigenp4,महानता,5,0
22473,focwurteigenp4,महिमा,4,0
22474,focwurteigenp4,माँड़ना,4,0
22475,focwurteigenp4,मानध्वंस,3,1
22476,focwurteigenp4,मानभंग,2,1
22477,focwurteigenp4,मानहानि,4,0
22478,focwurteigenp4,माने,5,0
22479,focwurteigenp4,मायने,3,1
22481,focwurteigenp4,मार्ग,5,0
22482,focwurteigenp4,माशूका,4,0
22483,focwurteigenp4,माषाश,3,1
22484,focwurteigenp4,मिलकियत,4,0
22485,focwurteigenp4,मिल्कियत,5,0
22486,focwurteigenp4,मिशन,5,0
22487,focwurteigenp4,मिसाल,5,0
22488,focwurteigenp4,मुआलिजा,4,0
22489,focwurteigenp4,मुग्धमति,3,1
22490,focwurteigenp4,मुद्दा,3,1
22491,focwurteigenp4,मुफ्त,5,0
22492,focwurteigenp4,मुफ़्त,5,0
22493,focwurteigenp4,मुराद,3,1
22494,focwurteigenp4,मुश्किल,5,0
22495,focwurteigenp4,मोक्ष,2,1
22496,focwurteigenp4,यम,4,0
22497,focwurteigenp4,ययी,3,1
22498,focwurteigenp4,ययु,3,1
22499,focwurteigenp4,युक्ति,3,1
22500,focwurteigenp4,युक्ति,4,0
22501,focwurteigenp4,युयु,3,1
22502,focwurteigenp4,यूज,5,0
22503,focwurteigenp4,यूज़,5,0
22504,focwurteigenp4,यूस,3,1
22505,focwurteigenp4,योग,5,0
22506,focwurteigenp4,योजना,5,0
22507,focwurteigenp4,योद्धा,5,0
22508,focwurteigenp4,रगबत,2,1
22509,focwurteigenp4,रग़बत,3,1
22510,focwurteigenp4,रजा,4,0
22511,focwurteigenp4,रज़ा,4,0
22512,focwurteigenp4,रहस्यपूर्ण,4,0
22513,focwurteigenp4,रहस्यमय,5,0
22514,focwurteigenp4,रहस्यात्मक,5,0
22515,focwurteigenp4,रहाइश,3,1
22516,focwurteigenp4,रहायश,3,1
22517,focwurteigenp4,रागहीन,3,1
22518,focwurteigenp4,रास्तबाज,4,0
22519,focwurteigenp4,रास्तबाज़,4,0
22520,focwurteigenp4,रास्ता,5,0
22521,focwurteigenp4,राह,4,0
22522,focwurteigenp4,रिजल्ट,3,1
22523,focwurteigenp4,रिजु,3,1
22524,focwurteigenp4,रिहाइश,3,1
22525,focwurteigenp4,रिहायश,3,1
22526,focwurteigenp4,रुचि,4,0
22527,focwurteigenp4,रूपोश,4,0
22528,focwurteigenp4,रैवंता,3,1
22529,focwurteigenp4,रोगोपचार,4,0
22530,focwurteigenp4,लक्ष्य,4,0
22531,focwurteigenp4,लड़ाका,2,1
22532,focwurteigenp4,ललक,3,1
22533,focwurteigenp4,लाजवाब,5,0
22534,focwurteigenp4,लालच,5,0
22535,focwurteigenp4,लालसा,4,0
22536,focwurteigenp4,लालसा,2,1
22537,focwurteigenp4,लासानी,3,1
22538,focwurteigenp4,लिप्सा,3,1
22540,focwurteigenp4,वक्ता,4,0
22541,focwurteigenp4,वक्र,3,1
22542,focwurteigenp4,वनिता,3,1
22543,focwurteigenp4,वर्चस्व,2,1
22544,focwurteigenp4,वल्लभा,1,1
22545,focwurteigenp4,वस्तुतः,2,1
22546,focwurteigenp4,वहीद,3,1
22547,focwurteigenp4,वाकई,5,0
22548,focwurteigenp4,वाक़ई,5,0
22549,focwurteigenp4,वांछा,3,1
22550,focwurteigenp4,वाञ्छा,1,1
22551,focwurteigenp4,वातप्रमी,2,1
22554,focwurteigenp4,वाद,4,0
22560,focwurteigenp4,विकार,4,0
22561,focwurteigenp4,विकृति,3,1
22562,focwurteigenp4,विक्षेप,3,1
22563,focwurteigenp4,विक्षेपण,3,1
22564,focwurteigenp4,विधि,4,0
22565,focwurteigenp4,विनियोग,3,1
22566,focwurteigenp4,विनियोजन,4,0
22567,focwurteigenp4,विपाक,3,1
22568,focwurteigenp4,विप्रहरण,2,1
22569,focwurteigenp4,विभु,3,1
22570,focwurteigenp4,विभूति,4,0
22571,focwurteigenp4,विमानना,2,1
22572,focwurteigenp4,विमुख,3,1
22573,focwurteigenp4,विरक्त,3,1
22574,focwurteigenp4,विरत,3,1
22575,focwurteigenp4,वीर,5,0
22576,focwurteigenp4,वृषण,4,0
22577,focwurteigenp4,वृषल,2,1
22578,focwurteigenp4,वैयक्तिक,3,1
22579,focwurteigenp4,वैरागी,4,0
22580,focwurteigenp4,व्यक्तिगत,2,1
22581,focwurteigenp4,व्यंगोक्ति,2,1
22582,focwurteigenp4,व्यतीपात,3,1
22583,focwurteigenp4,व्यवहार,5,0
22584,focwurteigenp4,व्युष्टि,2,1
22585,focwurteigenp4,व्युष्टि,3,1
22586,focwurteigenp4,शख्सी,2,1
22587,focwurteigenp4,शंस,3,1
22588,focwurteigenp4,शहजोर,3,1
22589,focwurteigenp4,शालिहोत्र,3,1
22590,focwurteigenp4,शासन,5,0
22591,focwurteigenp4,शासनाधिकार,4,0
22592,focwurteigenp4,शास्त्र,4,0
22593,focwurteigenp4,शिखी,2,1
22594,focwurteigenp4,शुरुआत,5,0
22595,focwurteigenp4,शुरुवात,5,0
22596,focwurteigenp4,शुरू,5,0
22597,focwurteigenp4,शूर,4,0
22598,focwurteigenp4,शूरवीर,4,0
22599,focwurteigenp4,शौक,5,0
22600,focwurteigenp4,श्रीगणेश,4,0
22601,focwurteigenp4,श्रीपुत्र,2,1
22602,focwurteigenp4,श्रेष्ठता,4,0
22603,focwurteigenp4,श्लाघा,1,1
22604,focwurteigenp4,सघन,4,0
22605,focwurteigenp4,सङ्घात,2,1
22606,focwurteigenp4,सचमुच,5,0
22607,focwurteigenp4,सच्चा,5,0
22610,focwurteigenp4,सजनी,4,0
22611,focwurteigenp4,संज्ञा,4,0
22612,focwurteigenp4,सत्ता,4,0
22613,focwurteigenp4,सत्यतः,1,1
22614,focwurteigenp4,सत्यपर,3,1
22615,focwurteigenp4,सधर्म,3,1
22616,focwurteigenp4,सधर्मक,3,1
22617,focwurteigenp4,सन्नासी,3,1
22618,focwurteigenp4,सन्यासी,3,1
22619,focwurteigenp4,संन्यासी,3,1
22620,focwurteigenp4,संप्रभुत्ता,4,0
22621,focwurteigenp4,संप्रभुत्व,1,1
22622,focwurteigenp4,सबील,3,1
22623,focwurteigenp4,समायोग,3,1
22624,focwurteigenp4,सरल,5,0
22625,focwurteigenp4,सर्वोत्कृष्ट,2,1
22627,focwurteigenp4,संवेदना,3,1
22628,focwurteigenp4,सशक्तिकरण,2,1
22629,focwurteigenp4,संस्मरण,3,1
22630,focwurteigenp4,सहधर्म,4,0
22631,focwurteigenp4,सहानुभूति,4,0
22632,focwurteigenp4,साकिया,4,0
22633,focwurteigenp4,साकी,4,0
22634,focwurteigenp4,साक़ी,3,1
22635,focwurteigenp4,साँग,4,0
22636,focwurteigenp4,सांग,3,1
22637,focwurteigenp4,साधन,5,0
22638,focwurteigenp4,साधर्म,3,1
22639,focwurteigenp4,साध्य,4,0
22640,focwurteigenp4,सानना,3,1
22641,focwurteigenp4,साफ,5,0
22642,focwurteigenp4,साफ़,5,0
22643,focwurteigenp4,साहूकारी,3,1
22644,focwurteigenp4,सिरा,5,0
22645,focwurteigenp4,सिर्फ,5,0
22646,focwurteigenp4,सिर्फ़,5,0
22647,focwurteigenp4,सीक्रेट,5,0
22650,focwurteigenp4,सीधा,5,0
22651,focwurteigenp4,सुमिरन,2,1
22652,focwurteigenp4,सूरमा,3,1
22653,focwurteigenp4,सौगात,4,0
22654,focwurteigenp4,स्पृहा,3,1
22655,focwurteigenp4,स्मरण,4,0
22656,focwurteigenp4,स्वाँग,3,1
22657,focwurteigenp4,स्वांग,3,1
22658,focwurteigenp4,स्वामित्व,3,1
22659,focwurteigenp4,हकारत,4,0
22660,focwurteigenp4,हक़ारत,3,1
22663,focwurteigenp4,हकीकतन,4,0
22664,focwurteigenp4,हक़ीक़तन,4,0
22665,focwurteigenp4,हथियार,5,0
22666,focwurteigenp4,हमदर्दी,5,0
22667,focwurteigenp4,हय,4,0
22668,focwurteigenp4,हयंद,2,1
22669,focwurteigenp4,हवस,5,0
22670,focwurteigenp4,हवाला,4,0
22671,focwurteigenp4,हश्र,4,0
22672,focwurteigenp4,हसरत,4,0
22673,focwurteigenp4,हसील,3,1
22674,focwurteigenp4,हिकारत,4,0
22675,focwurteigenp4,हिक़ारत,4,0
22676,focwurteigenp4,हुकूमत,5,0
22677,focwurteigenp4,हेठी,2,1
22678,focwurteigenp4,हेतु,4,0
22679,focwurteigenp4,होबार,5,0
22680,focwurteigenp4,अकुटिल,4,0
22681,focwurteigenp4,अनिवर्ती,2,1
22682,focwurteigenp4,अनूप,3,1
22683,focwurteigenp4,अभिनीति,4,0
22684,focwurteigenp4,अवरोहण,3,1
22685,focwurteigenp4,आयातित,4,0
22686,focwurteigenp4,उपमहाद्वीप,3,1
22687,focwurteigenp4,एहसास,3,1
22688,focwurteigenp4,कारण,5,0
22689,focwurteigenp4,कुतब,3,1
22690,focwurteigenp4,झण्डा,5,0
22692,focwurteigenp4,निःशुल्क,2,1
22693,focwurteigenp4,परित्याग,3,1
22694,focwurteigenp4,पालि,4,0
22695,focwurteigenp4,प्रच्छन्न,2,1
22696,focwurteigenp4,प्रभुता,2,1
22697,focwurteigenp4,फ़ज़ीहत,4,0
22698,focwurteigenp4,मसविदा,2,1
22699,focwurteigenp4,मांड़ना,4,0
22700,focwurteigenp4,मात्र,4,0
22701,focwurteigenp4,लोभ,4,0
22702,focwurteigenp4,विरागी,3,1
22703,focwurteigenp4,शक्तिकरण,3,1
22704,focwurteigenp4,शख़्सी,2,1
22705,focwurteigenp4,शमन,2,1
22706,focwurteigenp4,संघात,4,0
22708,focwurteigenp4,सजनिया,4,0
22709,focwurteigenp4,सापेक्ष,4,0
22711,focwurteigenp5,अगत,4,0
22712,focwurteigenp5,अगति,3,1
22713,focwurteigenp5,अजमत,3,1
22714,focwurteigenp5,अज़मत,5,0
22715,focwurteigenp5,अदा,5,0
22716,focwurteigenp5,अंदाज,3,1
22717,focwurteigenp5,अदायगी,5,0
22718,focwurteigenp5,अधिकाई,3,1
22719,focwurteigenp5,अधिकार,3,1
22720,focwurteigenp5,अधिकारिता,4,0
22721,focwurteigenp5,अधिकारित्व,4,0
22722,focwurteigenp5,अधिक्षेप,4,0
22723,focwurteigenp5,अधोगति,5,0
22724,focwurteigenp5,अधोगमन,2,1
22725,focwurteigenp5,अनादर,3,1
22726,focwurteigenp5,अपकर्ष,4,0
22727,focwurteigenp5,अपचार,3,1
22728,focwurteigenp5,अपति,4,0
22729,focwurteigenp5,अपध्वंस,3,1
22730,focwurteigenp5,अपना,5,0
22731,focwurteigenp5,अपमान,5,0
22732,focwurteigenp5,अपरदिशा,5,0
22733,focwurteigenp5,अपरा,3,1
22734,focwurteigenp5,अपहेला,3,1
22735,focwurteigenp5,अपाश्रित,3,1
22736,focwurteigenp5,अपूजा,5,0
22737,focwurteigenp5,अपैशुन,2,1
22738,focwurteigenp5,अप्रतिष्ठा,4,0
22739,focwurteigenp5,अबोध,4,0
22740,focwurteigenp5,अभिनय,3,1
22741,focwurteigenp5,अभिभव,4,0
22742,focwurteigenp5,अभिमंडन,5,0
22745,focwurteigenp5,अभिहार,5,0
22746,focwurteigenp5,अमर्यादा,2,1
22747,focwurteigenp5,अमलदारी,4,0
22748,focwurteigenp5,अमानत,3,1
22749,focwurteigenp5,अमानना,3,1
22750,focwurteigenp5,अमुग्ध,4,0
22751,focwurteigenp5,अरत,4,0
22752,focwurteigenp5,अरबीला,3,1
22753,focwurteigenp5,अराग,3,1
22754,focwurteigenp5,अर्द्धचेतन,3,1
22755,focwurteigenp5,अर्धचेतन,1,1
22756,focwurteigenp5,अलम,5,0
22757,focwurteigenp5,अलीक,3,1
22758,focwurteigenp5,अल्पीकरण,4,0
22759,focwurteigenp5,अवक्र,4,0
22760,focwurteigenp5,अवगणन,2,1
22761,focwurteigenp5,अवगति,3,1
22762,focwurteigenp5,अवग्रहण,2,1
22763,focwurteigenp5,अवज्ञा,3,1
22764,focwurteigenp5,अवधीरणा,2,1
22765,focwurteigenp5,अवमति,3,1
22766,focwurteigenp5,अवमान,4,0
22767,focwurteigenp5,अवमानन,1,1
22768,focwurteigenp5,अवमानना,5,0
22769,focwurteigenp5,अवरत,4,0
22770,focwurteigenp5,अवलीला,5,0
22771,focwurteigenp5,अवहेल,3,1
22772,focwurteigenp5,अवहेलन,4,0
22773,focwurteigenp5,अवहेलना,3,1
22774,focwurteigenp5,अवहेला,4,0
22775,focwurteigenp5,अवाङ्ज्ञान,1,1
22776,focwurteigenp5,अवारण,4,0
22777,focwurteigenp5,असत्कार,4,0
22778,focwurteigenp5,असम्मान,2,1
22779,focwurteigenp5,असयाना,5,0
22781,focwurteigenp5,असंसारी,4,0
22782,focwurteigenp5,आधिपत्य,3,1
22783,focwurteigenp5,आबरूरेजी,1,1
22784,focwurteigenp5,आबरूरेज़ी,3,1
22787,focwurteigenp5,आयात,3,1
22788,focwurteigenp5,इख्तियार,3,1
22789,focwurteigenp5,इख़्तियार,2,1
22790,focwurteigenp5,इंटरव्यू,4,0
22792,focwurteigenp5,इंदुजा,2,1
22794,focwurteigenp5,इंद्रियबोध,3,1
22796,focwurteigenp5,इन्दुजा,4,0
22798,focwurteigenp5,इन्द्रियबोध,3,1
22799,focwurteigenp5,इंपोर्टेड,4,0
22800,focwurteigenp5,इम्पोर्टेड,2,1
22801,focwurteigenp5,इष्टा,3,1
22802,focwurteigenp5,ईमानदार,5,0
22803,focwurteigenp5,ईमानी,3,1
22804,focwurteigenp5,ईशता,2,1
22805,focwurteigenp5,ईशिता,3,1
22806,focwurteigenp5,ईशित्व,2,1
22807,focwurteigenp5,ईश्वरता,3,1
22808,focwurteigenp5,ईश्वरत्व,3,1
22809,focwurteigenp5,उड़नफाखता,4,0
22810,focwurteigenp5,उड़नफाख्ता,2,1
22811,focwurteigenp5,उदासीन,5,0
22813,focwurteigenp5,उपक्रोश,3,1
22814,focwurteigenp5,ऋजु,2,1
22816,focwurteigenp5,ऐंद्रियबोध,4,0
22817,focwurteigenp5,ऐन्द्रियबोध,1,1
22818,focwurteigenp5,औगत,3,1
22819,focwurteigenp5,करीना,4,0
22820,focwurteigenp5,क़रीना,2,1
22821,focwurteigenp5,कामनारहित,3,1
22822,focwurteigenp5,कायदा,5,0
22823,focwurteigenp5,क़ायदा,5,0
22826,focwurteigenp5,कार्यशैली,2,1
22827,focwurteigenp5,काव्यात्मक,2,1
22828,focwurteigenp5,किबलई,1,1
22829,focwurteigenp5,क़िबलई,2,1
22830,focwurteigenp5,किबला,3,1
22831,focwurteigenp5,क़िबला,3,1
22832,focwurteigenp5,कुगति,4,0
22833,focwurteigenp5,कुतुब,2,1
22834,focwurteigenp5,केतन,3,1
22835,focwurteigenp5,केतु,4,0
22836,focwurteigenp5,खत,3,1
22837,focwurteigenp5,ख़त,5,0
22838,focwurteigenp5,गंजन,5,0
22839,focwurteigenp5,गञ्जन,1,1
22840,focwurteigenp5,गुरुता,4,0
22841,focwurteigenp5,गुरुत्व,4,0
22842,focwurteigenp5,गौरव,5,0
22843,focwurteigenp5,गौरवपूर्णता,5,0
22844,focwurteigenp5,चटकन,1,1
22845,focwurteigenp5,चटका,5,0
22846,focwurteigenp5,चपत,2,1
22847,focwurteigenp5,चपेट,5,0
22848,focwurteigenp5,चपेटा,5,0
22849,focwurteigenp5,चाँटा,5,0
22850,focwurteigenp5,छलहीन,4,0
22851,focwurteigenp5,जया,4,0
22852,focwurteigenp5,ज़ाती,4,0
22853,focwurteigenp5,जानाँ,5,0
22856,focwurteigenp5,जिल्लत,3,1
22857,focwurteigenp5,ज़िल्लत,4,0
22858,focwurteigenp5,झंडा,5,0
22859,focwurteigenp5,झापड़,5,0
22860,focwurteigenp5,झाँपड़,5,0
22861,focwurteigenp5,टपली,2,1
22862,focwurteigenp5,ढंग,3,1
22863,focwurteigenp5,ढब,5,0
22864,focwurteigenp5,ढर्रा,1,1
22865,focwurteigenp5,तड़ी,2,1
22866,focwurteigenp5,तमाचा,5,0
22867,focwurteigenp5,तरीका,5,0
22868,focwurteigenp5,तरीक़ा,4,0
22869,focwurteigenp5,तर्ज,3,1
22870,focwurteigenp5,तशरीफ,5,0
22871,focwurteigenp5,तशरीफ़,5,0
22872,focwurteigenp5,तसव्वुफ,3,1
22873,focwurteigenp5,तसव्वुफ़,2,1
22874,focwurteigenp5,तसौवफ,3,1
22875,focwurteigenp5,तसौवफ़,5,0
22876,focwurteigenp5,तिरस्कार,5,0
22877,focwurteigenp5,तिरस्क्रिया,3,1
22878,focwurteigenp5,तोहीनी,4,0
22879,focwurteigenp5,तौर,5,0
22880,focwurteigenp5,तौहीन,5,0
22881,focwurteigenp5,थपेड़ा,5,0
22882,focwurteigenp5,थप्पड़,5,0
22883,focwurteigenp5,दग्धा,3,1
22884,focwurteigenp5,दयानतदार,4,0
22885,focwurteigenp5,दरअसल,4,0
22886,focwurteigenp5,दिलबर,4,0
22887,focwurteigenp5,दिलरुबा,4,0
22888,focwurteigenp5,दिहाड़ा,5,0
22889,focwurteigenp5,दीवानी,5,0
22890,focwurteigenp5,दुरावस्था,4,0
22891,focwurteigenp5,दुर्गत,4,0
22892,focwurteigenp5,दुर्गति,4,0
22893,focwurteigenp5,दुर्दशा,3,1
22894,focwurteigenp5,दुःस्थिति,3,1
22895,focwurteigenp5,द्युतिकर,3,1
22898,focwurteigenp5,ध्रुव,3,1
22899,focwurteigenp5,ध्रुवतारा,1,1
22900,focwurteigenp5,ध्वज,5,0
22901,focwurteigenp5,ध्वजा,4,0
22902,focwurteigenp5,नयशील,3,1
22904,focwurteigenp5,नर्बदा,2,1
22908,focwurteigenp5,नर्मदा,4,0
22909,focwurteigenp5,नाटक,5,0
22910,focwurteigenp5,निःकपट,2,1
22911,focwurteigenp5,निजी,4,0
22912,focwurteigenp5,निरादर,2,1
22913,focwurteigenp5,निरीह,4,0
22914,focwurteigenp5,निर्व्याज,3,1
22915,focwurteigenp5,निश्छल,3,1
22916,focwurteigenp5,निष्कपट,1,1
22917,focwurteigenp5,पच्छिम,2,1
22918,focwurteigenp5,पच्छिमी,4,0
22919,focwurteigenp5,पताका,4,0
22920,focwurteigenp5,पताकाओं,2,1
22921,focwurteigenp5,पत्र,5,0
22922,focwurteigenp5,पत्रिका,5,0
22923,focwurteigenp5,पद्धति,4,0
22924,focwurteigenp5,परचम,3,1
22925,focwurteigenp5,पराभव,2,1
22926,focwurteigenp5,परिभाव,4,0
22927,focwurteigenp5,परीभाव,5,0
22929,focwurteigenp5,पश्चिम,5,0
22930,focwurteigenp5,पाती,4,0
22933,focwurteigenp5,पूर्वगंगा,4,0
22934,focwurteigenp5,प्रतिपत्ति,5,0
22935,focwurteigenp5,प्रतिपादन,4,0
22936,focwurteigenp5,प्रत्येक,4,0
22937,focwurteigenp5,प्रभुत्व,3,1
22938,focwurteigenp5,प्रभुसत्ता,1,1
22939,focwurteigenp5,प्रयोग,2,1
22940,focwurteigenp5,प्रांजल,1,1
22941,focwurteigenp5,प्रियतमा,4,0
22942,focwurteigenp5,प्रिया,2,1
22943,focwurteigenp5,प्रेमिका,3,1
22944,focwurteigenp5,प्रेयसी,4,0
22945,focwurteigenp5,फजीअत,4,0
22946,focwurteigenp5,फजीअत,2,1
22947,focwurteigenp5,फ़ज़ीअत,5,0
22949,focwurteigenp5,फजीहत,3,1
22950,focwurteigenp5,फजीहत,4,0
22951,focwurteigenp5,फलस्तीनी,4,0
22952,focwurteigenp5,फ़लस्तीनी,3,1
22953,focwurteigenp5,फलीस्तीनी,4,0
22954,focwurteigenp5,फ़लीस्तीनी,2,1
