word,length,n_synsets,n_synonyms,n_consonants,n_vowels,n_hypernyms,n_hyponyms,n_consonantconjuncts,n_syllables,frequency,label,label_avg
तजवीज,0.222222222222222,0.75,1.0,0.33333333333333304,0.0,0.37096774193548404,1.0,0.0,0.4,0.0008119742448810001,1,2.7142857142857144
तजवीज़,0.33333333333333304,0.75,1.0,0.33333333333333304,0.25,0.37096774193548404,1.0,0.0,0.4,0.0007512228946050001,1,2.7142857142857144
अधीक्षण,0.444444444444444,0.0,0.0,0.33333333333333304,0.5,0.080645161290323,0.0,0.33333333333333304,0.4,0.00039709420476,1,2.5
प्रबंधकाव्य,0.8888888888888891,0.0,0.053571428571429,0.833333333333333,0.75,0.0,0.0,0.666666666666667,1.0,0.001666805567131,1,2.5
प्रबन्धकाव्य,1.0,0.0,0.053571428571429,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1,1.5
वृंत,0.0,0.125,0.269230769230769,0.0,0.33333333333333304,0.0625,0.916666666666667,0.0,0.0,0.009537856308853001,1,2.5
चूची,0.0,0.25,0.46153846153846206,0.0,0.33333333333333304,0.208333333333333,0.444444444444444,0.0,0.5,0.671102860429849,1,2.5
चूचुक,0.33333333333333304,0.125,0.134615384615385,0.33333333333333304,0.33333333333333304,0.125,0.0,0.0,0.5,0.023560818736258995,1,2.5
चूँची,0.33333333333333304,0.0,0.076923076923077,0.0,0.666666666666667,0.0,0.0,0.0,0.5,0.00042460235875699996,1,2.0
चुचुक,0.33333333333333304,0.0,0.076923076923077,0.33333333333333304,0.33333333333333304,0.0,0.0,0.0,0.5,0.0065068035713989995,1,2.0
चूचक,0.0,0.0,0.076923076923077,0.33333333333333304,0.0,0.0,0.0,0.0,0.5,0.012350487089428,1,2.5
ढेपनी,0.33333333333333304,0.125,0.211538461538462,0.33333333333333304,0.33333333333333304,0.0625,0.0,0.0,0.5,0.0,1,1.5
ढिपनी,0.33333333333333304,0.125,0.211538461538462,0.33333333333333304,0.33333333333333304,0.0625,0.0,0.0,0.5,0.0,1,2.5
ढिंपनी,0.666666666666667,0.0,0.076923076923077,0.33333333333333304,0.666666666666667,0.0,0.0,0.0,0.5,0.0,1,2.0
पिप्पलक,1.0,0.0,0.076923076923077,1.0,0.33333333333333304,0.0,0.0,1.0,1.0,0.0,1,1.5
डंठल,0.0,0.125,0.057692307692308,0.33333333333333304,0.0,0.10416666666666699,0.916666666666667,0.0,0.5,0.072702231635822,1,1.5
डंडी,0.0,0.875,1.0,0.0,0.33333333333333304,0.75,1.0,0.0,0.5,0.054695276359608004,1,3.0
डंठी,0.0,0.0,0.0,0.0,0.33333333333333304,0.020833333333333,0.916666666666667,0.0,0.5,0.0,1,1.5
डँठा,0.0,0.0,0.0,0.0,0.33333333333333304,0.020833333333333,0.916666666666667,0.0,0.5,0.0,1,1.5
डंठा,0.0,0.0,0.0,0.0,0.33333333333333304,0.020833333333333,0.916666666666667,0.0,0.5,0.0,1,1.5
डाँड़ी,0.666666666666667,1.0,0.653846153846154,0.0,1.0,1.0,1.0,0.0,0.5,0.000307165028453,1,2.0
पवि,0.2,0.14285714285714302,0.41304347826086996,0.0,0.25,0.287671232876712,0.085,0.0,0.0,0.0005971157112799999,1,2.5
मसविदा,0.8,0.04761904761904799,0.10869565217391301,0.666666666666667,0.5,0.031963470319635,0.0,0.0,1.0,0.000524907277951,1,2.619047619047619
तदबीर,0.6,0.0,0.078260869565217,0.666666666666667,0.25,0.0,0.0,0.0,0.666666666666667,0.001693798021907,1,3.1
परेता,0.5,0.2,0.043478260869565,1.0,0.5,0.47368421052631604,0.0,0.0,1.0,0.0,1,2.5
घिर्री,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0029744199881020002,1,1.5
पण,0.0,0.7894736842105259,0.2225,0.25,0.0,0.698473282442748,0.15750371471025304,0.0,0.0,0.067341386518403,1,2.9411764705882355
ईसर,0.14285714285714302,0.052631578947369,0.285,0.25,0.25,0.053435114503817,0.11441307578008901,0.0,0.33333333333333304,0.001131659996922,1,3.0
सम्पुट,0.6,0.384615384615385,0.401869158878505,0.666666666666667,0.33333333333333304,0.41860465116279105,0.18019801980198,1.0,0.33333333333333304,0.031674748372547,1,2.55
करपात्र,0.8,0.0,0.065420560747664,1.0,0.33333333333333304,0.038759689922481,0.0,1.0,1.0,0.000533617929562,1,2.657142857142857
अञ्जलि,0.6,0.076923076923077,0.17757009345794397,0.33333333333333304,0.666666666666667,0.12403100775193801,0.0,1.0,0.33333333333333304,0.00213447171825,1,2.2857142857142856
अँजुरी,0.6,0.076923076923077,0.17757009345794397,0.0,1.0,0.12403100775193801,0.0,0.0,0.666666666666667,0.015074706510139,1,2.8285714285714287
अंजुरी,0.6,0.076923076923077,0.17757009345794397,0.0,1.0,0.12403100775193801,0.0,0.0,0.666666666666667,0.06096584845250799,1,3.0
अंजलिपुट,1.0,0.0,0.065420560747664,0.666666666666667,1.0,0.038759689922481,0.0,0.0,1.0,0.0,1,2.6857142857142855
शफरुक,0.4,0.0,0.037383177570094,0.666666666666667,0.0,0.0,0.161386138613861,0.0,0.666666666666667,0.0,1,2.325
आस्पद,0.4,0.384615384615385,0.476635514018692,0.33333333333333304,0.33333333333333304,0.364341085271318,1.0,1.0,0.33333333333333304,3.3829593260356e-05,1,2.857142857142857
पत्रपुट,0.8,0.0,0.0,1.0,0.33333333333333304,0.038759689922481,0.0,1.0,0.666666666666667,0.0,1,2.4285714285714284
सर्जक,0.111111111111111,0.75,0.361538461538461,0.25,0.0,1.0,0.113095238095238,0.5,0.0,0.021137223122637,1,2.5
सृजक,0.0,0.0,0.04615384615384599,0.0,0.0,0.011764705882353,0.083333333333333,0.0,0.0,0.0047271745002700006,1,2.5
सृजनकर्ता,0.555555555555556,0.0,0.04615384615384599,0.75,0.4,0.011764705882353,0.083333333333333,0.5,1.0,0.004288222582388,1,2.0
स्रष्टा,0.33333333333333304,0.0,0.04615384615384599,0.25,0.4,0.011764705882353,0.083333333333333,1.0,0.33333333333333304,0.007445299837925,1,2.0
सृजनहार,0.33333333333333304,0.0,0.04615384615384599,0.5,0.2,0.011764705882353,0.083333333333333,0.0,0.666666666666667,0.0004727174500269999,1,2.0
सृष्टिकर्ता,0.7777777777777779,0.0,0.04615384615384599,0.75,0.8,0.011764705882353,0.083333333333333,1.0,0.666666666666667,0.010349135602377,1,1.5
सिरजनहार,0.444444444444444,0.0,0.04615384615384599,0.75,0.2,0.011764705882353,0.083333333333333,0.0,1.0,0.0005571312803890001,1,2.0
रचनाकार,0.33333333333333304,0.0,0.04615384615384599,0.5,0.2,0.011764705882353,0.083333333333333,0.0,0.666666666666667,0.349084954078876,1,2.5
रचयिता,0.222222222222222,0.0,0.04615384615384599,0.25,0.2,0.011764705882353,0.083333333333333,0.0,0.666666666666667,0.068510264721772,1,3.0
रचेता,0.111111111111111,0.0,0.04615384615384599,0.0,0.2,0.011764705882353,0.083333333333333,0.0,0.33333333333333304,0.0,1,3.0
प्रणेता,0.33333333333333304,0.0,0.04615384615384599,0.25,0.4,0.011764705882353,0.083333333333333,0.5,0.666666666666667,0.03597717450027,1,3.0
फिल्मनिर्माता,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2.5
प्रोड्यूसर,0.666666666666667,0.0,0.0,0.75,0.6,0.0,0.0,1.0,0.666666666666667,0.14660816739790802,1,3.0
प्रड्यूसर,0.555555555555556,0.0,0.0,0.75,0.4,0.0,0.0,1.0,0.666666666666667,0.013415457306783998,1,3.0
संयंत्र,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010849028088648,1,2.5454545454545454
कार्यरत,0.555555555555556,1.0,0.222222222222222,1.0,0.33333333333333304,0.0,0.0,0.5,0.5,0.42420003051784905,1,3.0
अभिक्रांती,0.8888888888888891,0.0,0.111111111111111,0.666666666666667,1.0,1.0,0.0,0.5,0.75,0.0,1,2.0
अभिक्रान्ती,1.0,0.0,0.111111111111111,1.0,1.0,1.0,0.0,1.0,0.75,0.0,1,2.0
तेजोमंडित,0.7777777777777779,0.0,0.19375,0.6,0.8,0.0,0.0,0.0,0.75,0.0,1,1.3333333333333333
तेजपूर्ण,0.666666666666667,0.0,0.19375,0.6,0.6,0.0,0.0,0.33333333333333304,0.5,0.0006218862062540001,1,2.6666666666666665
कांतिमान,0.666666666666667,0.0,0.19375,0.4,0.8,0.0,0.0,0.0,0.5,0.004559027703009,1,2.3333333333333335
कान्तिमान,0.7777777777777779,0.0,0.19375,0.6,0.8,0.0,0.0,0.33333333333333304,0.5,0.0033211491538109998,1,2.0
कांतिमान्,0.7777777777777779,0.0,0.19375,0.4,1.0,0.0,0.0,0.33333333333333304,0.5,0.000106103477421,1,2.3333333333333335
कान्तिमान्,0.8888888888888891,0.0,0.19375,0.6,1.0,0.0,0.0,0.666666666666667,0.5,0.000106103477421,1,2.3333333333333335
कांतियुक्त,0.8888888888888891,0.0,0.19375,0.6,1.0,0.0,0.0,0.33333333333333304,0.5,0.00046715138760400007,1,2.0
कान्तियुक्त,1.0,0.0,0.19375,0.8,1.0,0.0,0.0,0.666666666666667,0.5,0.000329609326582,1,1.6666666666666667
जाज्वल्यमान,1.0,0.0,0.19375,1.0,0.8,0.0,0.0,0.666666666666667,0.75,0.00210046336224,1,1.6666666666666667
देदीप्यमान,0.8888888888888891,0.0,0.19375,0.8,0.8,0.0,0.0,0.33333333333333304,0.75,0.005556207645418,1,1.0
आलोकित,0.444444444444444,0.09090909090909101,0.2875,0.2,0.6,0.0,0.0,0.0,0.5,0.027597322924195002,1,2.3333333333333335
दीप्त,0.33333333333333304,0.0,0.08125,0.2,0.4,0.018867924528301997,0.0625,0.33333333333333304,0.0,0.010404565296444,1,1.6666666666666667
प्रकाशवान,0.7777777777777779,0.0,0.19375,0.8,0.6,0.0,0.0,0.33333333333333304,1.0,0.004232365308082,1,2.3333333333333335
द्युतिमान्,0.8888888888888891,0.18181818181818202,0.01875,0.6,1.0,0.056603773584906,0.0,0.666666666666667,0.75,2.94693165476106e-06,1,2.3333333333333335
द्युतिमान,0.7777777777777779,0.18181818181818202,0.01875,0.6,0.8,0.056603773584906,0.0,0.33333333333333304,0.75,0.001051705146948,1,1.6666666666666667
द्युत,0.33333333333333304,0.0,0.19375,0.2,0.4,0.0,0.0,0.33333333333333304,0.25,0.0019285357859629999,1,1.6666666666666667
द्युतिमंत,0.7777777777777779,0.0,0.19375,0.6,0.8,0.0,0.0,0.33333333333333304,0.75,0.0,1,1.0
द्युतिमन्त,0.8888888888888891,0.0,0.19375,0.8,0.8,0.0,0.0,0.666666666666667,0.75,0.0,1,1.3333333333333333
चक,0.0,0.18181818181818202,0.20454545454545497,0.25,0.0,0.054545454545455,0.0,0.0,0.0,0.27312946521986103,1,3.0
नभि,0.2,0.0,0.045454545454546,0.25,0.33333333333333304,0.012121212121212,0.0,0.0,0.0,0.0,1,3.0
अरि,0.2,0.545454545454545,0.8522727272727271,0.0,0.666666666666667,0.703030303030303,0.101694915254237,0.0,0.5,0.004220488550499,1,3.0
दोषिक,0.6,0.0,0.0,1.0,0.33333333333333304,0.0,0.0,0.0,0.5,0.0,1,2.5
अपाटव,0.6,1.0,1.0,1.0,0.33333333333333304,0.716666666666667,0.842105263157895,0.0,1.0,0.0,1,2.5
अन्ववेक्षा,1.0,0.0,0.0,1.0,1.0,0.04,0.0,1.0,1.0,0.0,1,2.3333333333333335
पछतावा,0.42857142857142894,0.0,0.0,0.5,0.33333333333333304,0.0,0.0,0.0,1.0,0.083577134891869,1,2.0
ग्लानि,0.42857142857142894,0.0,0.0,0.25,0.666666666666667,0.0,0.0,0.5,0.666666666666667,0.05740608925094699,1,3.0
बंकिम,0.222222222222222,0.0,0.11728395061728399,0.2,0.25,0.0,0.0,0.0,0.25,0.06060395695938901,1,3.0
कुंचित,0.33333333333333304,0.25,0.141975308641975,0.2,0.5,0.0,0.0,0.0,0.25,0.0050676848316559995,1,3.0
वंक,0.0,0.0,0.006172839506173,0.0,0.0,0.021739130434783,0.0,0.0,0.0,0.001041305102395,1,2.3333333333333335
बंक,0.0,0.25,0.203703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.061853523082263,1,2.3333333333333335
बंकट,0.111111111111111,0.0,0.11728395061728399,0.2,0.0,0.0,0.0,0.0,0.25,0.0024297119055879998,1,2.0
उँकारी,0.33333333333333304,0.0,0.11728395061728399,0.0,0.75,0.0,0.0,0.0,0.5,0.0,1,2.6666666666666665
प्रतिकुंचित,0.8888888888888891,0.0,0.11728395061728399,0.8,1.0,0.0,0.0,0.5,1.0,0.0,1,2.0
प्रतिकुञ्चित,1.0,0.0,0.11728395061728399,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.3333333333333333
बंगा,0.111111111111111,0.0,0.0,0.0,0.25,0.467391304347826,0.0,0.0,0.25,0.054925356949635996,1,2.3333333333333335
अटित,0.111111111111111,0.5,0.148148148148148,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1,1.6666666666666667
मदनी,0.0,1.0,0.8142857142857142,0.5,0.0,0.25,1.0,0.0,0.0,0.011311635037263,1,2.75
कोठीवाल,0.666666666666667,0.0,0.0,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.5,0.00038714672860999997,1,1.0
ब्योहरिया,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0
साहू,0.166666666666667,1.0,0.045454545454546,0.0,0.33333333333333304,0.6,0.0,0.0,0.25,1.0,1,3.0
कराहती,0.5,0.5,0.5,0.6,0.33333333333333304,0.7241379310344829,0.222222222222222,0.0,1.0,0.046966731898239,1,3.0
कराह,0.25,0.5,0.5,0.4,0.0,0.7241379310344829,0.222222222222222,0.0,0.5,0.38282990518626003,1,3.0
आर्तनाद,0.625,0.5,0.33333333333333304,0.6,0.666666666666667,0.8965517241379308,0.0,0.33333333333333304,1.0,0.030516553546447996,1,2.0
आर्तस्वर,0.75,0.0,0.166666666666667,0.8,0.666666666666667,0.37931034482758597,0.0,0.666666666666667,1.0,0.000259053935029,1,2.0
आर्त्तनाद,0.875,0.5,0.33333333333333304,0.8,1.0,0.8965517241379308,0.0,0.666666666666667,1.0,0.003315890368375,1,2.0
आर्त्तस्वर,1.0,0.0,0.166666666666667,1.0,1.0,0.37931034482758597,0.0,1.0,1.0,0.000155432361018,1,2.0
सङ्केत,0.6,0.5,0.44155844155844204,0.75,0.5,0.255474452554744,0.543933054393305,0.5,0.33333333333333304,2.8972724191411798e-05,1,3.0
इङ्ग,0.2,0.375,0.5714285714285711,0.25,0.5,0.058394160583942,0.518828451882845,0.5,0.0,0.0,1,2.75
केतु,0.2,0.75,1.0,0.25,0.5,1.0,1.0,0.0,0.33333333333333304,0.058454654035141,1,3.142857142857143
प्रतिरूप,1.0,0.375,0.025974025974026,1.0,1.0,0.20437956204379604,0.0,0.5,1.0,0.006659339840548,1,2.5
आत्मसमुद्भवा,1.0,0.33333333333333304,1.0,1.0,1.0,0.056603773584906,0.6,1.0,1.0,0.0,1,2.5555555555555554
वेग,0.0,0.666666666666667,1.0,0.0,0.0,0.63768115942029,0.655172413793103,0.0,0.0,0.042404877055219996,1,2.5
रवानी,0.4,0.33333333333333304,0.666666666666667,0.33333333333333304,0.5,0.42028985507246397,1.0,0.0,1.0,0.034079957280573996,1,3.0
आस्यंदन,0.8,0.166666666666667,0.377777777777778,0.666666666666667,1.0,0.0,0.655172413793103,0.5,1.0,0.0,1,2.3333333333333335
आस्यन्दन,1.0,0.166666666666667,0.377777777777778,1.0,1.0,0.0,0.655172413793103,1.0,1.0,0.0,1,2.3333333333333335
आस्राव,0.6,0.166666666666667,0.155555555555556,0.33333333333333304,1.0,0.057971014492754006,0.7586206896551719,0.5,0.5,1.20466446079219e-05,1,2.0
परिष्यंद,1.0,0.0,0.0,1.0,1.0,0.043478260869565,0.0,0.5,1.0,0.0,1,1.75
व्यवहारशील,1.0,0.0,0.052631578947369,1.0,0.33333333333333304,0.0,0.0,0.5,1.0,0.00023814059820900002,1,1.5
अमली,0.0,1.0,1.0,0.0,0.0,0.22727272727272702,0.0,0.0,0.0,0.000714319729511,1,2.0
वालिदा,0.42857142857142894,0.0,0.051162790697675,0.4,0.5,0.24444444444444396,0.007241129616219999,0.0,0.5,0.000513479394677,1,3.0
अनवरत,0.0,0.0,0.6875,0.5,0.0,0.0,0.0,0.0,1.0,0.017422822804456003,1,2.25
अविरत,0.0,0.0,0.375,0.0,0.25,1.0,1.0,0.0,0.5,0.000960274292501,1,3.0
अविश्रांत,0.8,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,6.4018286166741e-05,1,2.0
अविश्रान्त,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,2.2160175980795e-05,1,2.25
पण्य,0.2,0.166666666666667,0.314285714285714,0.33333333333333304,0.0,0.25454545454545396,1.0,1.0,0.33333333333333304,0.00078930583608,1,1.6
पैंठ,0.2,0.5,0.42857142857142894,0.0,0.5,0.290909090909091,0.6851851851851851,0.0,0.0,0.00102848942277,1,3.0
पैठ,0.0,1.0,1.0,0.0,0.0,1.0,0.9814814814814821,0.0,0.0,0.011427129468742,1,3.0
पण्यशाला,1.0,0.0,0.11428571428571402,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2.0
ख़ादिम,0.5714285714285711,0.0,0.37209302325581395,0.33333333333333304,0.75,0.10526315789473699,0.068062827225131,0.0,0.33333333333333304,2.1938681362812902e-06,1,2.0
खादिम,0.42857142857142894,0.0,0.37209302325581395,0.33333333333333304,0.5,0.10526315789473699,0.068062827225131,0.0,0.33333333333333304,0.002643611104219,1,3.0
टहलुआ,0.42857142857142894,0.0,0.37209302325581395,0.33333333333333304,0.5,0.10526315789473699,0.068062827225131,0.0,0.666666666666667,6.58160440884388e-06,1,2.5
ताबेदार,0.7142857142857142,0.0,0.37209302325581395,0.666666666666667,0.75,0.10526315789473699,0.068062827225131,0.0,0.666666666666667,0.00029836606653400004,1,2.5
नफर,0.14285714285714302,0.25,0.546511627906977,0.33333333333333304,0.0,0.21929824561403502,0.5165794066317629,0.0,0.33333333333333304,0.000190866527856,1,3.0
नफ़र,0.28571428571428603,0.25,0.546511627906977,0.33333333333333304,0.25,0.21929824561403502,0.5165794066317629,0.0,0.0,5.04589671344697e-05,1,3.0
अभिसर,0.42857142857142894,0.5,0.813953488372093,0.33333333333333304,0.5,0.5964912280701751,0.148342059336824,0.0,0.666666666666667,3.25174037427886e-06,1,2.5
अभिसारी,0.7142857142857142,0.5,0.5,0.33333333333333304,1.0,0.29824561403508804,0.068062827225131,0.0,1.0,0.00013821369258599998,1,3.0
पारिकुट,0.7142857142857142,0.0,0.37209302325581395,0.666666666666667,0.75,0.10526315789473699,0.068062827225131,0.0,0.666666666666667,2.1938681362812902e-06,1,2.5
अवराधक,0.5714285714285711,0.0,0.37209302325581395,0.666666666666667,0.5,0.10526315789473699,0.068062827225131,0.0,1.0,0.0,1,2.5
चकरिहा,0.5714285714285711,0.0,0.37209302325581395,0.666666666666667,0.5,0.10526315789473699,0.068062827225131,0.0,1.0,0.0,1,2.5
आश्रित,0.5714285714285711,0.25,0.430232558139535,0.33333333333333304,0.75,0.447368421052632,0.068062827225131,1.0,0.33333333333333304,0.0535916532032,1,2.75
वृन्द,0.42857142857142894,0.25,0.44186046511627897,0.33333333333333304,0.5,0.31578947368421,0.7713787085514828,1.0,0.0,0.001314248263937,1,3.0
वृंद,0.28571428571428603,0.25,0.44186046511627897,0.0,0.5,0.31578947368421,0.7713787085514828,0.0,0.0,0.0011399447806570001,1,3.0
खेढ़ा,0.42857142857142894,0.0,0.337209302325581,0.0,0.75,0.0,0.7713787085514828,0.0,0.33333333333333304,0.0,1,2.25
निकुरंब,0.7142857142857142,0.0,0.337209302325581,0.666666666666667,0.75,0.0,0.7713787085514828,0.0,0.666666666666667,0.0,1,2.25
निकुरम्ब,0.857142857142857,0.0,0.337209302325581,1.0,0.75,0.0,0.7713787085514828,1.0,0.666666666666667,0.0,1,2.75
सङ्कुल,0.5714285714285711,0.75,1.0,0.666666666666667,0.5,0.271929824561403,0.863874345549738,1.0,0.33333333333333304,2.4250049079612005e-06,1,1.8333333333333333
झँडूला,0.5714285714285711,0.75,0.37209302325581395,0.33333333333333304,0.75,1.0,0.7713787085514828,0.0,0.666666666666667,6.972139331232401e-06,1,2.25
इश्तिराक,0.6,1.0,1.0,0.25,0.75,0.791666666666667,1.0,1.0,0.0,0.0,1,2.0
इश्तराक,0.4,1.0,1.0,0.25,0.5,0.791666666666667,1.0,1.0,0.0,0.0,1,2.0
इशतिराक,0.4,1.0,1.0,0.25,0.5,0.791666666666667,1.0,0.0,0.5,0.0,1,1.5
श्रीकृष्ण,0.7142857142857142,0.0,0.0,0.5,0.75,0.0,0.0,1.0,0.4,0.169844600346733,1,2.4285714285714284
द्वारिकाधीश,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.5,0.8,0.004384725767515,1,2.7142857142857144
ब्रजबिहारी,0.857142857142857,0.0,0.0,0.75,0.75,0.0,0.0,0.5,1.0,0.0005472763216510001,1,2.5714285714285716
कालियमर्दन,0.857142857142857,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.8,3.25759715268581e-05,1,2.7142857142857144
वनमाली,0.28571428571428603,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.6,0.0029383526317230003,1,3.0
वासुदेव,0.42857142857142894,0.6,0.170542635658915,0.25,0.5,1.0,0.006493506493507,0.0,0.4,0.044777073407338004,1,2.7142857142857144
नरनारायण,0.5714285714285711,0.4,0.015503875968991998,0.75,0.25,0.316831683168317,0.0,0.0,0.8,0.000423487629849,1,2.4285714285714284
पीतवास,0.28571428571428603,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.4,0.00040394204693300004,1,3.0
अहिजित,0.28571428571428603,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,1,2.857142857142857
कुंजबिहारी,0.857142857142857,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.8,0.002684260053813,1,3.0
कृष्णचंद्र,0.857142857142857,0.0,0.0,0.75,0.75,0.0,0.0,1.0,0.6,0.0021109229549400002,1,2.7142857142857144
द्वारिकानाथ,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.5,0.8,0.000482124378598,1,2.7142857142857144
द्वारकानाथ,0.857142857142857,0.0,0.0,0.75,0.75,0.0,0.0,0.5,0.8,0.001101067837608,1,2.4285714285714284
योगेश्वर,0.5714285714285711,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.4,0.022327570884509,1,2.2857142857142856
वंशीधारी,0.5714285714285711,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.6,1.95455829161149e-05,1,2.7142857142857144
बकवैरी,0.28571428571428603,0.2,0.127906976744186,0.25,0.25,0.02970297029703,0.0,0.0,0.6,0.0,1,2.857142857142857
मंजुकेशी,0.5714285714285711,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.6,0.0,1,2.4285714285714284
नंदकुमार,0.5714285714285711,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6,0.015082674816935,1,2.5714285714285716
नन्दकुमार,0.7142857142857142,0.0,0.0,0.75,0.5,0.0,0.0,0.5,0.6,0.00052121554443,1,2.857142857142857
नंदकुँवर,0.5714285714285711,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6,0.0,1,2.7142857142857144
नंदनंदन,0.42857142857142894,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.6,0.000345305298185,1,2.857142857142857
नन्दनन्दन,0.7142857142857142,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.6,5.86367487483446e-05,1,3.0
विश्वपति,0.5714285714285711,0.2,0.44186046511627897,0.5,0.5,0.13861386138613901,1.0,0.5,0.4,0.000206368975746,1,2.888888888888889
पूतनारि,0.42857142857142894,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.6,0.0,1,2.857142857142857
पूतनासूदन,0.7142857142857142,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.8,0.0,1,2.7142857142857144
विट्ठलदेव,0.7142857142857142,0.0,0.0,0.75,0.5,0.0,0.0,0.5,0.6,6.51519430537162e-06,1,2.7142857142857144
सोमेश्वर,0.5714285714285711,0.2,0.011627906976744,0.5,0.5,0.00990099009901,0.0,0.5,0.4,0.014294336305985,1,2.5714285714285716
वृषदर्भ,0.42857142857142894,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.4,0.0,1,2.2857142857142856
वृषनाशन,0.42857142857142894,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.6,0.0,1,1.8571428571428572
अरिकेशी,0.42857142857142894,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6,0.0,1,3.0
रासबिहारी,0.7142857142857142,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.8,0.003830934251559,1,2.7142857142857144
गिरधर,0.14285714285714302,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.016946020388272,1,2.7142857142857144
मुकुन्द,0.42857142857142894,1.0,0.37209302325581395,0.25,0.5,0.782178217821782,0.0,0.5,0.2,0.010518598413275999,1,2.5714285714285716
शकटहा,0.14285714285714302,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,1,2.4285714285714284
नवलकिशोर,0.5714285714285711,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.8,0.003485628953374,1,2.7142857142857144
वेदाध्यक्ष,0.857142857142857,0.0,0.0,0.75,0.75,0.0,0.0,1.0,0.4,0.0,1,2.7142857142857144
शवकृत,0.14285714285714302,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,1,2.7142857142857144
यादवेंद्र,0.7142857142857142,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.6,0.003713660754062,1,2.857142857142857
यवनारि,0.28571428571428603,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.6,6.51519430537162e-06,1,3.0
अनंतजित्,0.5714285714285711,0.2,0.046511627906977,0.25,0.75,0.099009900990099,0.0,0.5,0.6,0.0,1,2.5
अनन्तजित्,0.7142857142857142,0.2,0.046511627906977,0.5,0.75,0.099009900990099,0.0,1.0,0.6,0.0,1,2.375
अगुआ,0.14285714285714302,0.28571428571428603,0.21276595744680799,0.0,0.5,0.39344262295082005,1.0,0.0,0.33333333333333304,0.019303559975360998,1,2.923076923076923
सरगना,0.28571428571428603,0.14285714285714302,0.127659574468085,0.6,0.0,0.22131147540983603,0.12621359223300999,0.0,0.666666666666667,0.03724630188616299,1,3.0
प्रभारी,0.5714285714285711,0.0,0.0,0.6,0.5,0.0,0.0,0.5,1.0,0.43166619415306107,1,3.0
अधिष्ठाता,0.857142857142857,0.14285714285714302,0.042553191489362,0.6,1.0,0.22131147540983603,0.067961165048544,0.5,1.0,0.007144405716859,1,2.8
दक्षता,0.28571428571428603,0.0,0.0,0.25,0.33333333333333304,0.0,0.0,0.5,0.0,0.06570007564043401,1,2.6
पटुता,0.14285714285714302,0.0,0.0,0.0,0.33333333333333304,0.0,0.0,0.0,0.33333333333333304,2.00815310159246e-05,1,2.6
प्रावीण्य,0.7142857142857142,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.666666666666667,0.002061703850968,1,2.0
नैपुण्य,0.42857142857142894,0.0,0.0,0.25,0.666666666666667,0.0,0.0,0.5,0.33333333333333304,0.000314610652583,1,2.6
सुघड़पन,0.42857142857142894,0.166666666666667,0.384615384615385,0.5,0.33333333333333304,0.129310344827586,0.0,0.0,0.33333333333333304,6.69384367197489e-06,1,2.6
सुघड़ापा,0.5714285714285711,0.166666666666667,0.384615384615385,0.25,1.0,0.129310344827586,0.0,0.0,0.666666666666667,0.0,1,2.6
